,Product,Manufacturer,Architecture,Released,BUS,Memory,GPU.Clock,Memory.Clock,Shaders.TMUs.ROPs,Production.Status
930,Radeon X1800 XT,ATI,R520,"Oct 1st, 2005",PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",600 MHz,700 MHz,16 / 8 / 16 / 16,End-of-life
931,Radeon X550,ATI,RV370,"Jul 1st, 2005",PCIe 1.0 x16,"128 MB, DDR, 128 bit",400 MHz,250 MHz,4 / 2 / 4 / 4,End-of-life
932,Radeon X550 HyperMemory,ATI,RV370,"Jul 1st, 2005",PCIe 1.0 x16,"256 MB, DDR2, 128 bit",400 MHz,250 MHz,4 / 2 / 4 / 4,End-of-life
933,Radeon X700 SE,ATI,RV410,"Apr 1st, 2005",PCIe 1.0 x16,"128 MB, DDR, 64 bit",400 MHz,250 MHz,4 / 6 / 4 / 4,End-of-life
934,Radeon X740 XL,ATI,RV410,"Mar 7th, 2005",PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",425 MHz,450 MHz,8 / 6 / 8 / 8,End-of-life
935,Radeon X800 CrossFire Edition,ATI,R430,"Oct 28th, 2005",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,16 / 6 / 16 / 16,End-of-life
936,Radeon X800 GT,ATI,R480,"Nov 1st, 2005",PCIe 1.0 x16,"128 MB, DDR, 256 bit",475 MHz,350 MHz,12 / 6 / 12 / 12,End-of-life
937,Radeon X800 GT,ATI,R430,"Nov 1st, 2005",PCIe 1.0 x16,"128 MB, DDR, 256 bit",475 MHz,493 MHz,8 / 6 / 8 / 8,End-of-life
938,Radeon X800 GT AGP,ATI,R481,"Nov 1st, 2005",AGP 8x,"256 MB, GDDR3, 256 bit",475 MHz,493 MHz,12 / 6 / 12 / 12,End-of-life
939,Radeon X800 GTO,ATI,R480,"Nov 1st, 2005",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",400 MHz,400 MHz,12 / 6 / 12 / 12,End-of-life
940,Radeon X800 GTO AGP,ATI,R481,"Oct 1st, 2005",AGP 8x,"256 MB, GDDR3, 256 bit",400 MHz,490 MHz,12 / 6 / 12 / 12,End-of-life
941,Radeon X800 GTO AGP,ATI,R430,"Oct 1st, 2005",AGP 8x,"256 MB, GDDR3, 256 bit",400 MHz,490 MHz,12 / 6 / 12 / 12,End-of-life
942,Radeon X800 GTO2,ATI,R480,"Sep 15th, 2005",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",400 MHz,490 MHz,16 / 6 / 16 / 16,End-of-life
943,Radeon X850 PRO AGP,ATI,R481,"Sep 4th, 2005",AGP 8x,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,12 / 6 / 12 / 12,End-of-life
944,Radeon X850 XT AGP,ATI,R481,"Feb 28th, 2005",AGP 8x,"256 MB, GDDR3, 256 bit",520 MHz,540 MHz,16 / 6 / 16 / 16,End-of-life
945,Radeon X850 XT Platinum AGP,ATI,R481,"Feb 28th, 2005",AGP 8x,"256 MB, GDDR3, 256 bit",540 MHz,590 MHz,16 / 6 / 16 / 16,End-of-life
946,Radeon Xpress  200M IGP,ATI,RS400,2005,PCIe 1.0 x16,System Shared,300 MHz,System Shared,2 / 2 / 2 / 2,End-of-life
947,Radeon Xpress 1100 Mobile IGP,ATI,RC410,2005,PCIe 1.0 x16,System Shared,336 MHz,System Shared,2 / 2 / 2 / 2,End-of-life
948,Radeon Xpress 1100 Mobile IGP,ATI,RS482,2005,PCIe 1.0 x16,System Shared,300 MHz,System Shared,2 / 2 / 2 / 2,End-of-life
949,Radeon Xpress 200M IGP,ATI,RS480,2005,PCIe 1.0 x16,System Shared,300 MHz,System Shared,2 / 2 / 2 / 2,End-of-life
950,Radeon Xpress 200M IGP,ATI,RC410,2005,PCIe 1.0 x16,System Shared,336 MHz,System Shared,2 / 2 / 2 / 2,End-of-life
951,Radeon Xpress 200M IGP,ATI,RS482,2005,PCIe 1.0 x16,System Shared,300 MHz,System Shared,2 / 2 / 2 / 2,End-of-life
952,Radeon Xpress 200M IGP,ATI,RS485,2005,PCIe 1.0 x16,System Shared,300 MHz,System Shared,2 / 2 / 2 / 2,End-of-life
953,Xbox 360 GPU 90nm,ATI,Xenos Xenon,"Nov 22nd, 2005",IGP,"512 MB, GDDR3, 128 bit",500 MHz,700 MHz,240 / 16 / 8,End-of-life
954,All-In-Wonder 9200,ATI,RV280,"Jan 26th, 2004",AGP 8x,"128 MB, DDR, 128 bit",250 MHz,200 MHz,4 / 1 / 4 / 4,End-of-life
955,All-In-Wonder 9200 SE,ATI,RV280,"Jan 26th, 2004",AGP 8x,"128 MB, DDR, 64 bit",250 MHz,164 MHz,4 / 1 / 4 / 4,End-of-life
956,All-In-Wonder 9600 XT,ATI,RV360,"Feb 6th, 2004",AGP 8x,"128 MB, DDR, 128 bit",527 MHz,324 MHz,4 / 2 / 4 / 4,End-of-life
957,All-In-Wonder X800 GT,ATI,R430,"Sep 21st, 2004",PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",398 MHz,492 MHz,8 / 6 / 8 / 8,End-of-life
958,All-In-Wonder X800 XT,ATI,R420,"Sep 21st, 2004",AGP 8x,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,16 / 6 / 16 / 16,End-of-life
959,FireGL V3100,ATI,RV370,"Sep 1st, 2004",PCIe 1.0 x16,"128 MB, DDR, 64 bit",391 MHz,196 MHz,4 / 2 / 4 / 4,End-of-life
960,FireGL V3200,ATI,RV380,"Sep 1st, 2004",PCIe 1.0 x16,"128 MB, DDR, 128 bit",500 MHz,350 MHz,4 / 2 / 4 / 4,End-of-life
961,FireGL V5000,ATI,RV410,"Sep 1st, 2004",PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",425 MHz,430 MHz,8 / 6 / 8 / 8,End-of-life
962,FireGL V5100,ATI,R423,"May 1st, 2004",PCIe 1.0 x16,"128 MB, DDR, 256 bit",450 MHz,350 MHz,12 / 6 / 12 / 12,End-of-life
963,FireGL V7100,ATI,R423,"Dec 1st, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",493 MHz,475 MHz,16 / 6 / 16 / 16,End-of-life
964,FireGL X3-256,ATI,R420,"Aug 3rd, 2004",AGP 8x,"256 MB, GDDR3, 256 bit",491 MHz,454 MHz,12 / 6 / 12 / 12,End-of-life
965,Mobility FireGL T2e,ATI,M11,"Aug 1st, 2004",AGP 4x,"128 MB, DDR, 128 bit",450 MHz,225 MHz,4 / 2 / 4 / 4,End-of-life
966,Mobility FireGL V3100,ATI,M22,"Jun 1st, 2004",PCIe 1.0 x16,"128 MB, DDR, 128 bit",350 MHz,200 MHz,4 / 2 / 4 / 4,End-of-life
967,Mobility FireGL V3200,ATI,M24,"Jun 1st, 2004",PCIe 1.0 x16,"128 MB, DDR2, 128 bit",400 MHz,250 MHz,4 / 2 / 4 / 4,End-of-life
968,Mobility Radeon 7000,ATI,M6,2004,AGP 4x,"16 MB, DDR, 32 bit",144 MHz,139 MHz,1 / 0 / 3 / 1,End-of-life
969,Mobility Radeon 9500,ATI,M10,"Jun 1st, 2004",AGP 4x,"128 MB, DDR, 64 bit",230 MHz,190 MHz,4 / 2 / 4 / 4,End-of-life
970,Mobility Radeon 9550,ATI,M12,"Jun 1st, 2004",AGP 4x,"64 MB, DDR, 64 bit",250 MHz,243 MHz,4 / 2 / 4 / 4,End-of-life
971,Mobility Radeon 9600,ATI,M10,"Jun 1st, 2004",AGP 8x,"128 MB, DDR, 64 bit",300 MHz,200 MHz,4 / 2 / 4 / 4,End-of-life
972,Mobility Radeon 9600 PRO,ATI,M10,"Jun 1st, 2004",AGP 8x,"128 MB, DDR, 128 bit",333 MHz,200 MHz,4 / 2 / 4 / 4,End-of-life
973,Mobility Radeon 9600 PRO Turbo,ATI,M10,"Feb 13th, 2004",AGP 8x,"128 MB, DDR, 128 bit",337 MHz,243 MHz,4 / 2 / 4 / 4,End-of-life
974,Mobility Radeon 9700,ATI,M11,"Jun 1st, 2004",AGP 8x,"64 MB, DDR, 128 bit",450 MHz,275 MHz,4 / 2 / 4 / 4,End-of-life
975,Mobility Radeon 9700 SE,ATI,M10,"Jun 1st, 2004",AGP 4x,"128 MB, DDR, 64 bit",250 MHz,200 MHz,4 / 2 / 4 / 4,End-of-life
976,Mobility Radeon 9800,ATI,M18,"Jul 1st, 2004",AGP 8x,"256 MB, DDR, 256 bit",350 MHz,300 MHz,8 / 4 / 8 / 8,End-of-life
977,Mobility Radeon X600,ATI,M24,"Jun 1st, 2004",PCIe 1.0 x16,"128 MB, DDR, 128 bit",400 MHz,250 MHz,4 / 2 / 4 / 4,End-of-life
978,Mobility Radeon X600 SE,ATI,M24,"Jun 1st, 2004",PCIe 1.0 x16,"64 MB, DDR, 128 bit",400 MHz,250 MHz,4 / 2 / 4 / 4,End-of-life
979,Mobility Radeon X800,ATI,M28,"Nov 1st, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",400 MHz,400 MHz,12 / 6 / 12 / 12,End-of-life
980,Radeon 7000 Mac Edition,ATI,RV100,"Mar 14th, 2004",AGP 4x,"32 MB, DDR, 64 bit",183 MHz,183 MHz,1 / 0 / 3 / 1,End-of-life
981,Radeon 7000 Mac Edition PCI,ATI,RV100,"Mar 14th, 2004",PCI,"32 MB, DDR, 64 bit",183 MHz,183 MHz,1 / 0 / 3 / 1,End-of-life
982,Radeon 9000 PRO Mac Edition,ATI,RV250,"Mar 14th, 2004",AGP 4x,"64 MB, DDR, 128 bit",275 MHz,275 MHz,4 / 1 / 4 / 4,End-of-life
983,Radeon 9250,ATI,RV280,"Mar 1st, 2004",AGP 8x,"64 MB, DDR, 64 bit",240 MHz,200 MHz,4 / 1 / 4 / 4,End-of-life
984,Radeon 9250 PCI,ATI,RV280,"Mar 1st, 2004",PCI,"128 MB, DDR, 64 bit",240 MHz,200 MHz,4 / 1 / 4 / 4,End-of-life
985,Radeon 9800 PRO Mac Edition,ATI,R360,"Mar 4th, 2004",AGP Pro 8x,"128 MB, DDR, 256 bit",378 MHz,338 MHz,8 / 4 / 8 / 8,End-of-life
986,Radeon 9800 XT Mac Edition,ATI,R360,"Mar 14th, 2004",AGP Pro 8x,"256 MB, DDR, 256 bit",412 MHz,365 MHz,8 / 4 / 8 / 8,End-of-life
987,Radeon X300,ATI,RV370,"Sep 1st, 2004",PCIe 1.0 x16,"64 MB, DDR, 128 bit",375 MHz,200 MHz,4 / 2 / 4 / 4,End-of-life
988,Radeon X300 LE,ATI,RV370,"Sep 1st, 2004",PCIe 1.0 x16,"64 MB, DDR, 128 bit",325 MHz,200 MHz,4 / 2 / 4 / 4,End-of-life
989,Radeon X300 SE,ATI,RV370,"Sep 1st, 2004",PCIe 1.0 x16,"64 MB, DDR, 64 bit",325 MHz,200 MHz,4 / 2 / 4 / 4,End-of-life
990,Radeon X600,ATI,RV370,"Sep 1st, 2004",PCIe 1.0 x16,"256 MB, DDR, 128 bit",400 MHz,250 MHz,4 / 2 / 4 / 4,End-of-life
991,Radeon X600 PRO,ATI,RV370,"Sep 1st, 2004",PCIe 1.0 x16,"128 MB, DDR, 128 bit",400 MHz,300 MHz,4 / 2 / 4 / 4,End-of-life
992,Radeon X600 PRO,ATI,RV380,"Sep 1st, 2004",PCIe 1.0 x16,"128 MB, DDR, 128 bit",400 MHz,300 MHz,4 / 2 / 4 / 4,End-of-life
993,Radeon X600 SE,ATI,RV370,"Sep 1st, 2004",PCIe 1.0 x16,"128 MB, DDR, 64 bit",325 MHz,250 MHz,4 / 2 / 4 / 4,End-of-life
994,Radeon X600 XT,ATI,RV380,"Sep 1st, 2004",PCIe 1.0 x16,"128 MB, DDR, 128 bit",500 MHz,370 MHz,4 / 2 / 4 / 4,End-of-life
995,Radeon X700,ATI,RV410,"Sep 1st, 2004",PCIe 1.0 x16,"128 MB, DDR, 128 bit",400 MHz,250 MHz,8 / 6 / 8 / 8,End-of-life
996,Radeon X700 AGP,ATI,RV410,"Sep 1st, 2004",AGP 8x,"128 MB, DDR, 128 bit",400 MHz,250 MHz,8 / 6 / 8 / 8,End-of-life
997,Radeon X700 LE,ATI,RV410,"Dec 21st, 2004",PCIe 1.0 x16,"128 MB, DDR, 128 bit",400 MHz,350 MHz,8 / 6 / 8 / 8,End-of-life
998,Radeon X700 PRO,ATI,RV410,"Sep 1st, 2004",PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",425 MHz,430 MHz,8 / 6 / 8 / 8,End-of-life
999,Radeon X700 PRO AGP,ATI,RV410,"Sep 1st, 2004",AGP 8x,"128 MB, DDR, 128 bit",425 MHz,472 MHz,8 / 6 / 8 / 8,End-of-life
1000,Radeon X700 XT,ATI,RV410,"Sep 1st, 2004",PCIe 1.0 x16,"128 MB, GDDR3, 128 bit",475 MHz,525 MHz,8 / 6 / 8 / 8,End-of-life
1001,Radeon X800,ATI,R430,"Dec 1st, 2004",PCIe 1.0 x16,"256 MB, DDR, 256 bit",400 MHz,350 MHz,12 / 6 / 12 / 12,End-of-life
1002,Radeon X800 PRO,ATI,R423,"May 1st, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",475 MHz,450 MHz,12 / 6 / 12 / 12,End-of-life
1003,Radeon X800 PRO AGP,ATI,R420,"May 1st, 2004",AGP 8x,"256 MB, GDDR3, 256 bit",475 MHz,450 MHz,12 / 6 / 12 / 12,End-of-life
1004,Radeon X800 SE,ATI,R423,"Oct 4th, 2004",PCIe 1.0 x16,"128 MB, DDR, 256 bit",425 MHz,350 MHz,8 / 6 / 8 / 8,End-of-life
1005,Radeon X800 SE AGP,ATI,R420,"Sep 1st, 2004",AGP 8x,"256 MB, DDR, 256 bit",450 MHz,400 MHz,8 / 6 / 8 / 8,End-of-life
1006,Radeon X800 VE AGP,ATI,R420,"Sep 1st, 2004",AGP 8x,"256 MB, GDDR3, 256 bit",425 MHz,398 MHz,16 / 6 / 16 / 16,End-of-life
1007,Radeon X800 XL,ATI,R430,"Dec 1st, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",400 MHz,490 MHz,16 / 6 / 16 / 16,End-of-life
1008,Radeon X800 XL AGP,ATI,R430,"May 1st, 2004",AGP 8x,"256 MB, GDDR3, 256 bit",400 MHz,500 MHz,16 / 6 / 16 / 16,End-of-life
1009,Radeon X800 XT,ATI,R423,"Dec 1st, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,16 / 6 / 16 / 16,End-of-life
1010,Radeon X800 XT AGP,ATI,R420,"Mar 1st, 2004",AGP 8x,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,16 / 6 / 16 / 16,End-of-life
1011,Radeon X800 XT Mac Edition,ATI,R423,"Dec 1st, 2004",AGP Pro 8x,"256 MB, GDDR3, 256 bit",475 MHz,500 MHz,16 / 6 / 16 / 16,End-of-life
1012,Radeon X800 XT Platinum,ATI,R423,"Mar 1st, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",520 MHz,560 MHz,16 / 6 / 16 / 16,End-of-life
1013,Radeon X800 XT Platinum AGP,ATI,R420,"May 1st, 2004",AGP 8x,"256 MB, GDDR3, 256 bit",520 MHz,560 MHz,16 / 6 / 16 / 16,End-of-life
1014,Radeon X850 PRO,ATI,R480,"Dec 1st, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",507 MHz,520 MHz,12 / 6 / 12 / 12,End-of-life
1015,Radeon X850 XT,ATI,R480,"Dec 1st, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",520 MHz,540 MHz,16 / 6 / 16 / 16,End-of-life
1016,Radeon X850 XT Platinum,ATI,R480,"Dec 21st, 2004",PCIe 1.0 x16,"256 MB, GDDR3, 256 bit",540 MHz,590 MHz,16 / 6 / 16 / 16,End-of-life
1017,Radeon Xpress 200 IGP,ATI,RC410,"Nov 8th, 2004",PCI,System Shared,300 MHz,System Shared,2 / 2 / 2 / 2,End-of-life
1018,Radeon Xpress 200 IGP,ATI,RS480,"Nov 8th, 2004",PCIe 1.0 x16,System Shared,300 MHz,System Shared,4 / 2 / 4 / 4,End-of-life
1019,All-In-Wonder 9000 PRO,ATI,RV250,"Mar 31st, 2003",AGP 8x,"64 MB, DDR, 128 bit",275 MHz,270 MHz,4 / 1 / 4 / 4,End-of-life
1020,All-In-Wonder 9600,ATI,RV350,"Dec 3rd, 2003",AGP 8x,"128 MB, DDR, 128 bit",324 MHz,196 MHz,4 / 2 / 4 / 4,End-of-life
1021,All-In-Wonder 9600 PRO,ATI,RV350,"Apr 1st, 2003",AGP 8x,"128 MB, DDR, 128 bit",398 MHz,324 MHz,4 / 2 / 4 / 4,End-of-life
1022,All-In-Wonder 9700 PRO,ATI,R300,"Jan 22nd, 2003",AGP 8x,"128 MB, DDR, 256 bit",325 MHz,310 MHz,8 / 4 / 8 / 8,End-of-life
1023,All-In-Wonder 9800 PRO,ATI,R350,"Jun 16th, 2003",AGP 8x,"128 MB, DDR, 256 bit",378 MHz,338 MHz,8 / 4 / 8 / 8,End-of-life
1024,All-In-Wonder 9800 SE,ATI,R350,"Sep 10th, 2003",AGP 8x,"128 MB, DDR, 128 bit",378 MHz,297 MHz,4 / 4 / 4 / 4,End-of-life
1025,FireGL 9600 T2-128,ATI,RV350,"Oct 1st, 2003",AGP 8x,"128 MB, DDR, 128 bit",398 MHz,297 MHz,4 / 2 / 4 / 4,End-of-life
1026,FireGL 9600 T2-64S,ATI,RV350,"Oct 1st, 2003",AGP 8x,"64 MB, DDR, 128 bit",324 MHz,203 MHz,4 / 2 / 4 / 4,End-of-life
1027,FireGL 9800 X2-256,ATI,R360,"Mar 1st, 2003",AGP 8x,"256 MB, DDR2, 256 bit",380 MHz,350 MHz,8 / 4 / 8 / 8,End-of-life
1028,FireGL 9800 X2-256T,ATI,R360,"Oct 1st, 2003",AGP 8x,"256 MB, DDR2, 256 bit",412 MHz,344 MHz,8 / 4 / 8 / 8,End-of-life
1029,Mobility FireGL T2,ATI,M10,"Nov 1st, 2003",AGP 4x,"128 MB, DDR, 128 bit",320 MHz,200 MHz,4 / 2 / 4 / 4,End-of-life
1030,Mobility Radeon,ATI,M6,2003,AGP 4x,"16 MB, DDR, 64 bit",144 MHz,144 MHz,1 / 0 / 3 / 1,End-of-life
1031,Mobility Radeon,ATI,M6,2003,AGP 4x,"16 MB, DDR, 64 bit",144 MHz,144 MHz,1 / 0 / 3 / 1,End-of-life
1032,Mobility Radeon 7000 IGP,ATI,RS250,"Mar 1st, 2003",AGP 4x,System Shared,183 MHz,System Shared,2 / 0 / 3 / 1,End-of-life
1033,Mobility Radeon 9000 IGP,ATI,RC300,"May 1st, 2003",AGP 4x,System Shared,300 MHz,System Shared,2 / 1 / 2 / 2,End-of-life
1034,Mobility Radeon 9000 IGP,ATI,RS300,"May 1st, 2003",AGP 8x,System Shared,300 MHz,System Shared,2 / 1 / 2 / 2,End-of-life
1035,Mobility Radeon 9000 IGP,ATI,RS350,"May 1st, 2003",AGP 4x,System Shared,222 MHz,System Shared,2 / 0 / 2 / 2,End-of-life
1036,Mobility Radeon 9100 IGP,ATI,RS300,"Jun 23rd, 2003",AGP 4x,System Shared,300 MHz,System Shared,2 / 1 / 2 / 2,End-of-life
1037,Mobility Radeon 9100 PRO IGP,ATI,RS350,"Jun 23rd, 2003",AGP 4x,System Shared,300 MHz,System Shared,2 / 0 / 2 / 2,End-of-life
1038,Mobility Radeon 9200,ATI,M9,"Mar 1st, 2003",AGP 4x,"32 MB, DDR, 64 bit",250 MHz,200 MHz,4 / 1 / 4 / 4,End-of-life
1039,Mobility Radeon 9200,ATI,M9+,"Mar 1st, 2003",AGP 8x,"32 MB, DDR, 256 bit",200 MHz,230 MHz,4 / 1 / 4 / 4,End-of-life
1040,Radeon 9100,ATI,R200,"Apr 1st, 2003",AGP 4x,"64 MB, DDR, 128 bit",250 MHz,250 MHz,4 / 2 / 8 / 4,End-of-life
1041,Radeon 9100 PCI,ATI,R200,"Apr 1st, 2003",PCI,"64 MB, DDR, 128 bit",250 MHz,250 MHz,4 / 2 / 8 / 4,End-of-life
1042,Radeon 9200,ATI,RV280,"May 1st, 2003",AGP 8x,"128 MB, DDR, 128 bit",250 MHz,200 MHz,4 / 1 / 4 / 4,End-of-life
1043,Radeon 9200 LE,ATI,RV280,"May 1st, 2003",AGP 8x,"64 MB, DDR, 128 bit",250 MHz,200 MHz,4 / 1 / 4 / 4,End-of-life
1044,Radeon 9200 PCI,ATI,RV280,"May 1st, 2003",PCI,"128 MB, DDR, 128 bit",250 MHz,200 MHz,4 / 1 / 4 / 4,End-of-life
1045,Radeon 9200 PRO,ATI,RV280,"May 1st, 2003",AGP 8x,"128 MB, DDR, 128 bit",240 MHz,166 MHz,4 / 1 / 4 / 4,End-of-life
1046,Radeon 9200 SE,ATI,RV280,"Mar 1st, 2003",AGP 8x,"64 MB, DDR, 64 bit",200 MHz,166 MHz,4 / 1 / 4 / 4,End-of-life
1047,Radeon 9200 SE PCI,ATI,RV280,"Mar 1st, 2003",PCI,"64 MB, DDR, 64 bit",200 MHz,166 MHz,4 / 1 / 4 / 4,End-of-life
1048,Radeon 9500,ATI,R300,"Mar 1st, 2003",AGP 8x,"64 MB, DDR, 256 bit",275 MHz,270 MHz,4 / 4 / 4 / 4,End-of-life
1049,Radeon 9550,ATI,RV350,"Oct 1st, 2003",AGP 8x,"64 MB, DDR, 128 bit",250 MHz,200 MHz,4 / 2 / 4 / 4,End-of-life
1050,Radeon 9550 SE,ATI,RV350,"Mar 1st, 2003",AGP 8x,"64 MB, DDR, 64 bit",250 MHz,200 MHz,4 / 2 / 4 / 4,End-of-life
1051,Radeon 9600,ATI,RV350,"Oct 1st, 2003",AGP 8x,"64 MB, DDR, 128 bit",324 MHz,189 MHz,4 / 2 / 4 / 4,End-of-life
1052,Radeon 9600 PRO,ATI,RV350,"Oct 1st, 2003",AGP 8x,"128 MB, DDR, 128 bit",400 MHz,300 MHz,4 / 2 / 4 / 4,End-of-life
1053,Radeon 9600 SE,ATI,RV350,"Oct 1st, 2003",AGP 8x,"64 MB, DDR, 64 bit",325 MHz,200 MHz,4 / 2 / 4 / 4,End-of-life
1054,Radeon 9600 TX,ATI,R300,"Oct 7th, 2003",AGP 8x,"128 MB, DDR, 128 bit",297 MHz,270 MHz,8 / 4 / 8 / 8,End-of-life
1055,Radeon 9600 XT,ATI,RV360,"Oct 1st, 2003",AGP 8x,"128 MB, DDR, 128 bit",500 MHz,300 MHz,4 / 2 / 4 / 4,End-of-life
1056,Radeon 9800,ATI,R350,"Mar 1st, 2003",AGP 8x,"128 MB, DDR, 256 bit",325 MHz,290 MHz,8 / 4 / 8 / 8,End-of-life
1057,Radeon 9800 PRO,ATI,R350,"Mar 1st, 2003",AGP 8x,"128 MB, DDR2, 256 bit",380 MHz,340 MHz,8 / 4 / 8 / 8,End-of-life
1058,Radeon 9800 PRO,ATI,R360,"Oct 1st, 2003",AGP 8x,"256 MB, DDR, 256 bit",380 MHz,340 MHz,8 / 4 / 8 / 8,End-of-life
1059,Radeon 9800 PRO MAXX,ATI,R350,Unknown,AGP 8x,"128 MB, DDR, 256 bit",380 MHz,340 MHz,8 / 4 / 8 / 8,End-of-life
1060,Radeon 9800 SE,ATI,R350,"Mar 1st, 2003",AGP 8x,"128 MB, DDR, 128 bit",331 MHz,290 MHz,4 / 4 / 4 / 4,End-of-life
1061,Radeon 9800 SE,ATI,R350,"Mar 1st, 2003",AGP 8x,"128 MB, DDR, 256 bit",378 MHz,297 MHz,4 / 4 / 4 / 4,End-of-life
1062,Radeon 9800 XT,ATI,R360,"Oct 1st, 2003",AGP 8x,"256 MB, DDR, 256 bit",412 MHz,365 MHz,8 / 4 / 8 / 8,End-of-life
1063,Radeon 9800 XXL,ATI,R360,"Oct 1st, 2003",AGP 8x,"128 MB, DDR, 256 bit",390 MHz,338 MHz,8 / 4 / 8 / 8,End-of-life
1064,All-In-Wonder 9500,ATI,R300,"Jul 1st, 2002",AGP 8x,"128 MB, DDR, 128 bit",277 MHz,270 MHz,4 / 4 / 4 / 4,End-of-life
1065,All-In-Wonder Radeon 7500,ATI,RV200,"Apr 16th, 2002",AGP 8x,"64 MB, DDR, 128 bit",260 MHz,180 MHz,2 / 0 / 6 / 2,End-of-life
1066,All-In-Wonder Radeon 7500 VE,ATI,RV200,"Apr 16th, 2002",PCI,"64 MB, DDR, 128 bit",260 MHz,250 MHz,2 / 0 / 6 / 2,End-of-life
1067,FireGL 9500 Z1-128,ATI,R300,"Oct 1st, 2002",AGP 8x,"128 MB, DDR, 256 bit",325 MHz,310 MHz,4 / 4 / 4 / 4,End-of-life
1068,FireGL 9700 X1-128,ATI,R300,"Jul 23rd, 2002",AGP 8x,"128 MB, DDR, 256 bit",325 MHz,310 MHz,8 / 4 / 8 / 8,End-of-life
1069,FireGL 9700 X1-256,ATI,R300,"Jul 23rd, 2002",AGP 8x,"256 MB, DDR, 256 bit",325 MHz,310 MHz,8 / 4 / 8 / 8,End-of-life
1070,FireGL 9700 X1-256p,ATI,R300,"Jul 23rd, 2002",AGP Pro 8x,"256 MB, DDR, 256 bit",324 MHz,276 MHz,8 / 4 / 8 / 8,End-of-life
1071,Mobility FireGL 9000,ATI,M9,2002,AGP 4x,"64 MB, DDR, 128 bit",250 MHz,200 MHz,4 / 1 / 4 / 4,End-of-life
1072,Mobility Radeon 9000,ATI,M9,"Sep 1st, 2002",AGP 4x,"64 MB, DDR, 64 bit",240 MHz,200 MHz,4 / 1 / 4 / 4,End-of-life
1073,Mobility Radeon 9000,ATI,M9,"Sep 1st, 2002",AGP 4x,"32 MB, DDR, 64 bit",240 MHz,200 MHz,4 / 1 / 4 / 4,End-of-life
1074,Mobility Radeon 9000,ATI,M9,"Sep 1st, 2002",AGP 4x,"64 MB, DDR, 64 bit",240 MHz,200 MHz,4 / 1 / 4 / 4,End-of-life
1075,Mobility Radeon-P,ATI,M6,2002,AGP 4x,"32 MB, DDR, 64 bit",166 MHz,166 MHz,1 / 0 / 3 / 1,End-of-life
1076,Radeon 7500 Mac Edition,ATI,RV200,"Apr 16th, 2002",AGP 4x,"32 MB, DDR, 128 bit",260 MHz,180 MHz,2 / 1 / 6 / 2,End-of-life
1077,Radeon 8500 LE,ATI,R200,"Feb 4th, 2002",AGP 4x,"64 MB, DDR, 128 bit",250 MHz,250 MHz,4 / 2 / 8 / 4,End-of-life
1078,Radeon 8500 X4,ATI,R200,Never Released,PCI-X,"64 MB, DDR, 64 bit",250 MHz,250 MHz,4 / 2 / 8 / 4,End-of-life
1079,Radeon 8500 XT,ATI,R250,Never Released,AGP 4x,"128 MB, DDR, 128 bit",300 MHz,300 MHz,4 / 2 / 8 / 4,End-of-life
1080,Radeon 9000,ATI,RV250,"Jul 1st, 2002",AGP 4x,"64 MB, DDR, 128 bit",250 MHz,200 MHz,4 / 1 / 4 / 4,End-of-life
1081,Radeon 9000 LE,ATI,RV250,"Jul 1st, 2002",AGP 4x,"64 MB, DDR, 128 bit",250 MHz,200 MHz,4 / 1 / 4 / 4,End-of-life
1082,Radeon 9000 PRO,ATI,RV250,"Jul 18th, 2002",AGP 4x,"128 MB, DDR, 128 bit",275 MHz,275 MHz,4 / 1 / 4 / 4,End-of-life
1083,Radeon 9500 PRO,ATI,R300,"Oct 1st, 2002",AGP 8x,"128 MB, DDR, 128 bit",275 MHz,270 MHz,8 / 4 / 8 / 8,End-of-life
1084,Radeon 9700,ATI,R300,"Aug 19th, 2002",AGP 8x,"128 MB, DDR, 256 bit",275 MHz,270 MHz,8 / 4 / 8 / 8,End-of-life
1085,Radeon 9700 PRO,ATI,R300,"Aug 19th, 2002",AGP 8x,"128 MB, DDR, 256 bit",325 MHz,310 MHz,8 / 4 / 8 / 8,End-of-life
