id,game,release,peak_players,positive_reviews,negative_reviews,total_reviews,rating
31072,Nothing & Nowhere,2020,4,19,7,7,64.52%
31073,Gray platformer,2020,3,19,7,7,64.52%
31074,The Magic Storm,2020,3,19,7,7,64.52%
31075,The Elf's Lewd Training,2020,6,19,7,7,64.52%
31076,Vectromirror,2020,9,19,7,7,64.52%
31077,Rugby 20,2020,53,131,61,61,64.49%
31078,ALLBLACK Phase 1,2020,7,47,20,20,64.49%
31079,CyberHive,2020,8,32,13,13,64.44%
31080,Street Hero,2020,6,32,13,13,64.44%
31081,Racing Glider,2020,4,34,14,14,64.38%
31082,Phobos,2020,114,118,55,55,64.36%
31083,Vixen Wars,2020,102,114,53,53,64.36%
31084,Surviving Titan,2020,86,112,52,52,64.36%
31085,The Elven Educator ~another ver~,2020,22,21,8,8,64.36%
31086,Racing Juke,2020,4,21,8,8,64.36%
31087,Just Take Your Left,2020,2,21,8,8,64.36%
31088,Axis Football 2020,2020,60,120,56,56,64.35%
31089,AlterVerse,2020,13,12,4,4,64.35%
31090,There Is a Way,2020,4,12,4,4,64.35%
31091,Cube Runner 2,2020,3,12,4,4,64.35%
31092,Zapitalism,2020,12,12,4,4,64.35%
31093,Hell To Raze,2020,5,12,4,4,64.35%
31094,Hentai beautiful girls 4,2020,4,12,4,4,64.35%
31095,Lust Vessel,2020,10,12,4,4,64.35%
31096,Blackjack Championship,2020,148,498,250,250,64.32%
31097,Breaking Gates,2020,5,36,15,15,64.32%
31098,DarkStory Online,2020,231,273,134,134,64.28%
31099,Tactical Three Kingdoms (T3K) - Strategy and War,2020,44,75,34,34,64.24%
31100,Last Warrior,2020,5,23,9,9,64.24%
31101,Hexia,2020,5,23,9,9,64.24%
31102,Escape to Sidious,2020,8,23,9,9,64.24%
31103,Sokpop S08: Ginseng Hero,2020,5,23,9,9,64.24%
31104,COVID-19 Isolation,2020,4,23,9,9,64.24%
31105,Instability,2020,6,23,9,9,64.24%
31106,Darksburg,2020,1287,"1,544",807,807,64.16%
31107,Bookbound Brigade,2020,10,25,10,10,64.14%
31108,Machina of the Planet Tree -Unity Unions-,2020,21,25,10,10,64.14%
31109,Retro Drift,2020,4,25,10,10,64.14%
31110,BDSM VR,2020,2,25,10,10,64.14%
31111,Astellia,2020,1181,"1,090",566,566,64.12%
31112,Iron Disco,2020,16,52,23,23,64.08%
31113,StarDroneVR,2020,4,2,0,0,64.08%
31114,Raging Fists: Retribution,2020,2,2,0,0,64.08%
31115,Billy,2020,2,2,0,0,64.08%
31116,Trains & Things,2020,2,2,0,0,64.08%
31117,Dear Home,2020,3,2,0,0,64.08%
31118,William and the Lands of Rage,2020,2,2,0,0,64.08%
31119,Melody Flight,2020,2,2,0,0,64.08%
31120,Mission Ring Possible,2020,2,2,0,0,64.08%
31121,Gnubbl,2020,2,2,0,0,64.08%
31122,Wawa United,2020,4,2,0,0,64.08%
31123,Champions of Thora,2020,4,2,0,0,64.08%
31124,Thigh Climbers,2020,2,2,0,0,64.08%
31125,LETHAL STRIKE,2020,2,2,0,0,64.08%
31126,Grimalkin: Solar Defense Force,2020,3,2,0,0,64.08%
31127,Chronac,2020,2,2,0,0,64.08%
31128,El Tesoro de Isla Alcachofa,2020,2,2,0,0,64.08%
31129,Cyber-Ante,2020,1,2,0,0,64.08%
31130,Furries & Scalies: Super Scary Halloween Spooky Times,2020,1,2,0,0,64.08%
31131,Marburgh,2020,1,2,0,0,64.08%
31132,Tomb Typing,2020,2,2,0,0,64.08%
31133,Ziggy's Typing Pyramid,2020,1,2,0,0,64.08%
31134,Served!,2020,4,2,0,0,64.08%
31135,Offcoast,2020,1,2,0,0,64.08%
31136,Interphase,2020,1,2,0,0,64.08%
31137,SUCCESSOR OF THE KEY,2020,1,2,0,0,64.08%
31138,Exphelius: Arena,2020,2,2,0,0,64.08%
31139,Eutergeläuter,2020,1,2,0,0,64.08%
31140,Vertigo,2020,6,2,0,0,64.08%
31141,Lands of Pharaoh: Episode 1,2020,2,2,0,0,64.08%
31142,Drift Alone,2020,2,2,0,0,64.08%
31143,Hippoboar Rancher,2020,6,2,0,0,64.08%
31144,Sliding Puzzle Collection,2020,2,2,0,0,64.08%
31145,Nine Circles of Hell,2020,1,2,0,0,64.08%
31146,Winter Break,2020,14,2,0,0,64.08%
31147,Mystic Ruin: A New Dawn,2020,2,2,0,0,64.08%
31148,DonDon Busters!!,2020,4,2,0,0,64.08%
31149,FlickerMAZE,2020,2,2,0,0,64.08%
31150,The Blackbird of Amor,2020,1,2,0,0,64.08%
31151,loathe the game,2020,2,2,0,0,64.08%
31152,Virtually Real Life,2020,1,2,0,0,64.08%
31153,RC Plane VR,2020,2,2,0,0,64.08%
31154,异星前线,2020,2,2,0,0,64.08%
31155,A Lanterns Glow,2020,3,2,0,0,64.08%
31156,Jumplord,2020,1,2,0,0,64.08%
31157,That Lava Escape Game,2020,2,2,0,0,64.08%
31158,Beach Bar VR,2020,1,2,0,0,64.08%
31159,InfiniWordSlide,2020,4,2,0,0,64.08%
31160,Pyramid Defense,2020,1,2,0,0,64.08%
31161,VOXEL HORIZON,2020,7,2,0,0,64.08%
31162,Wat A Life,2020,2,2,0,0,64.08%
31163,Super Rocket Ride,2020,2,2,0,0,64.08%
31164,ManaTech,2020,1,2,0,0,64.08%
31165,Secret City: Chalk of Fate Collector's Edition,2020,4,2,0,0,64.08%
31166,Forest of MATH,2020,2,2,0,0,64.08%
31167,Bridge Crawler,2020,1,2,0,0,64.08%
31168,S0,2020,2,2,0,0,64.08%
31169,Dead's Prison Watcher,2020,2,2,0,0,64.08%
31170,Armorik the Viking: The Eight Conquests,2020,1,2,0,0,64.08%
31171,Wire Flying Maid,2020,1,2,0,0,64.08%
31172,Bob Wants to Go Home,2020,2,2,0,0,64.08%
31173,Of Evil and Darkness,2020,1,2,0,0,64.08%
31174,Anti Air,2020,1,2,0,0,64.08%
31175,Building The Universe,2020,2,2,0,0,64.08%
31176,Raid,2020,2,2,0,0,64.08%
31177,Memory Player,2020,1,2,0,0,64.08%
31178,kosmickop,2020,1,2,0,0,64.08%
31179,Bomb Fight,2020,5,2,0,0,64.08%
31180,Get Good by Vypur,2020,3,2,0,0,64.08%
31181,Rubicon,2020,5,2,0,0,64.08%
31182,Conflict Europe,2020,2,2,0,0,64.08%
31183,Quarter Horse Racing,2020,1,2,0,0,64.08%
31184,Campgrounds IV Collector's Edition,2020,6,2,0,0,64.08%
31185,Go Far Away,2020,1,2,0,0,64.08%
31186,火星计划 - Mars Plan,2020,3,2,0,0,64.08%
31187,Gnomes & Co,2020,2,2,0,0,64.08%
31188,Warp Factor,2020,2,2,0,0,64.08%
31189,Wild West Steam Loco,2020,2,2,0,0,64.08%
31190,Valkyrie's Arrow(瓦尔基丽的箭),2020,2,2,0,0,64.08%
31191,BLIND QUEST - The Enchanted Castle,2020,2,2,0,0,64.08%
31192,あの日見た夕陽,2020,2,2,0,0,64.08%
31193,Casus,2020,3,2,0,0,64.08%
31194,Around the Fire,2020,1,2,0,0,64.08%
31195,Fairy Fire - Defender of the Fairies,2020,2,2,0,0,64.08%
31196,Microodyssey,2020,1,2,0,0,64.08%
31197,Smashing Healthy VR,2020,2,2,0,0,64.08%
31198,Kurogane of the sky,2020,2,2,0,0,64.08%
31199,方圈 Square Circle,2020,2,2,0,0,64.08%
31200,Premier Manager 06/07,2020,5,2,0,0,64.08%
31201,Zombusters,2020,1,2,0,0,64.08%
31202,PuzzleKid,2020,4,2,0,0,64.08%
31203,南十字作战队,2020,1,2,0,0,64.08%
31204,Pandemic Panic!,2020,1,2,0,0,64.08%
31205,The Lilliputian Runner,2020,2,2,0,0,64.08%
31206,Sunset fighter,2020,2,2,0,0,64.08%
31207,Storynth,2020,2,2,0,0,64.08%
31208,Apocalypse Survivor,2020,1,2,0,0,64.08%
31209,City Defender,2020,1,2,0,0,64.08%
31210,就这消消乐,2020,2,2,0,0,64.08%
31211,PXL-SHIP,2020,1,2,0,0,64.08%
31212,Masquerade of Miasma,2020,2,2,0,0,64.08%
31213,Fantasy Mosaics 33: Inventor's Workshop,2020,5,2,0,0,64.08%
31214,Barrel Blast,2020,1,2,0,0,64.08%
31215,WiP,2020,2,2,0,0,64.08%
31216,Les Manley in: Search for the King,2020,2,2,0,0,64.08%
31217,Beware of the Blob,2020,3,2,0,0,64.08%
31218,SkunkHunter 101,2020,2,2,0,0,64.08%
31219,Dumb Roguelike-like RPG,2020,2,2,0,0,64.08%
31220, Succubus Hotel,2020,4,2,0,0,64.08%
31221,Hyde & Zeke,2020,2,2,0,0,64.08%
31222,Explode On Contact,2020,1,2,0,0,64.08%
31223,Bop'N Wrestle,2020,1,2,0,0,64.08%
31224,Cupcake: an Apartment Adventure,2020,1,2,0,0,64.08%
31225,Marshall Mellow,2020,2,2,0,0,64.08%
31226,Touch The Floor,2020,1,2,0,0,64.08%
31227,Logic - Electrons Connect,2020,4,2,0,0,64.08%
31228,Host,2020,1,2,0,0,64.08%
31229,Wire Flying Maid 2,2020,1,2,0,0,64.08%
31230,Widgets and Gidgets,2020,2,2,0,0,64.08%
31231,CRASH: Autodrive - Prologue,2020,2,2,0,0,64.08%
31232,The Perplexing Orb 2,2020,1,2,0,0,64.08%
31233,Tiny T,2020,1,2,0,0,64.08%
31234,Lords of the Shattered Kingdom,2020,5,2,0,0,64.08%
31235,ZONEX,2020,1,2,0,0,64.08%
31236,The Great Adventures of Hemeko & CH0_CH0,2020,2,2,0,0,64.08%
31237,Reiterland - Meine Rennpferde,2020,1,2,0,0,64.08%
31238,Space Wave Race,2020,3,2,0,0,64.08%
31239,Whiskers & Tail,2020,1,2,0,0,64.08%
31240,GALSAD - Galactic Salvage and Disposal,2020,2,2,0,0,64.08%
31241,Throwing Stone,2020,1,2,0,0,64.08%
31242,Wotheguel,2020,2,2,0,0,64.08%
31243,Analog Party Sim,2020,1,2,0,0,64.08%
31244,Groove Balls,2020,1,2,0,0,64.08%
31245,Wizards Of The West,2020,1,2,0,0,64.08%
31246,PURRfection! The cat tossing game!!,2020,1,2,0,0,64.08%
31247,Le Voyage de Toki,2020,1,2,0,0,64.08%
31248,PICK ME UP! - Rescue Rangers -,2020,1,2,0,0,64.08%
31249,Stoirs VR,2020,1,2,0,0,64.08%
31250,Monster Blast,2020,2,2,0,0,64.08%
31251,Connect-X,2020,2,2,0,0,64.08%
31252,Stone it!,2020,2,2,0,0,64.08%
31253,Zeko,2020,2,2,0,0,64.08%
31254,Sheep Island,2020,4,2,0,0,64.08%
31255,Psi 5 Trading Co,2020,2,2,0,0,64.08%
31256,XF5700 Mantis Experimental Fighter,2020,2,2,0,0,64.08%
31257,CATMAN-GIMMICK ACTION GAME-,2020,1,2,0,0,64.08%
31258,Magical Stock Princess,2020,1,2,0,0,64.08%
31259,Ziggy The Chaser,2020,3,2,0,0,64.08%
31260,Mega Roller Ball,2020,2,2,0,0,64.08%
31261,Seasons of the Samurai,2020,2,2,0,0,64.08%
31262,Dream Of Salmon,2020,1,2,0,0,64.08%
31263,Try to Survive!,2020,2,2,0,0,64.08%
31264,Destructive Behavior,2020,1,2,0,0,64.08%
31265,回纹战棋,2020,1,2,0,0,64.08%
31266,Circles of Hell,2020,2,2,0,0,64.08%
31267,Beat Flip,2020,2,2,0,0,64.08%
31268,RunDrill,2020,3,2,0,0,64.08%
31269,Messier111,2020,2,2,0,0,64.08%
31270,The Scam,2020,1,2,0,0,64.08%
31271,PULSAR,2020,2,2,0,0,64.08%
31272,Tales From Evenfall,2020,2,2,0,0,64.08%
31273,Px Art,2020,2,2,0,0,64.08%
31274,Ninjas Busters: Whack A Ninja,2020,3,2,0,0,64.08%
31275,Escaping Hell,2020,1,2,0,0,64.08%
31276,aMAZEd,2020,1,2,0,0,64.08%
31277,Unscripted,2020,1,2,0,0,64.08%
31278,The Struggles Of Stefan,2020,2,2,0,0,64.08%
31279,eyeDASH,2020,2,2,0,0,64.08%
31280,Pathfinder Puzzle,2020,1,2,0,0,64.08%
31281,魔法考核冒险,2020,2,2,0,0,64.08%
31282,This Game is Trash,2020,2,2,0,0,64.08%
31283,Fateholder Quest,2020,2,2,0,0,64.08%
31284,Venkazoid Blast,2020,2,2,0,0,64.08%
31285,Left Dex,2020,1,2,0,0,64.08%
31286,P.I.D.,2020,2,2,0,0,64.08%
31287,Accel Magician Mimi,2020,2,2,0,0,64.08%
31288,Simply Hard Platformer,2020,2,2,0,0,64.08%
31289,Happy Summer Holiday(愉快的暑假),2020,2,2,0,0,64.08%
31290,Battle Command,2020,2,2,0,0,64.08%
31291,Punchout: Music,2020,2,2,0,0,64.08%
31292,Thyra Adventure,2020,1,2,0,0,64.08%
31293,Monochro,2020,2,2,0,0,64.08%
31294,Red Sector,2020,2,2,0,0,64.08%
31295,IMPAVIDVM,2020,2,2,0,0,64.08%
31296,Compost,2020,2,2,0,0,64.08%
31297,VR Time Machine Travelling in ancient civilizations: Mayan Kingdom  Inca Empire  Indians  and Aztecs before conquest A.D.1000,2020,1,2,0,0,64.08%
31298,Lactea Volleyball,2020,2,2,0,0,64.08%
31299,Friendly Find,2020,2,2,0,0,64.08%
31300,Handy Machines VR,2020,2,2,0,0,64.08%
31301,Table Soccer Club,2020,2,2,0,0,64.08%
31302,Pixel Art - Mash-Up,2020,2,2,0,0,64.08%
31303,Penny RPG: Shadows of the Lost - A Blood City Tale,2020,1,2,0,0,64.08%
31304,VR Travelling in 18th-19th Century Europe,2020,1,2,0,0,64.08%
31305,Once upon a time in the Gold Rush VR: shoot and ride,2020,1,2,0,0,64.08%
31306,Ball Fall,2020,1,2,0,0,64.08%
31307,Holidays,2020,2,2,0,0,64.08%
31308,Historical Games: Chariot Racing,2020,3,2,0,0,64.08%
31309,VR Travelling towards World War III Scenario: Post Nuclear War Earth Fantasy,2020,1,2,0,0,64.08%
31310,Goblin Takes No Argument[s],2020,1,2,0,0,64.08%
31311,星尘战区 Stardust Theater,2020,1,2,0,0,64.08%
31312,Paddle Combat,2020,2,2,0,0,64.08%
31313,Sokoban: Bunny Tales,2020,4,2,0,0,64.08%
31314,California Games II,2020,2,2,0,0,64.08%
31315,Horizon Odyssey,2020,4,2,0,0,64.08%
31316,Deception,2020,2,2,0,0,64.08%
31317,Wardroid,2020,2,2,0,0,64.08%
31318,Curious Alice,2020,4,2,0,0,64.08%
31319,Bunker Down,2020,3,2,0,0,64.08%
31320,Minestrife,2020,2,2,0,0,64.08%
31321,Mega Veg Man,2020,2,2,0,0,64.08%
31322,Strike Solitaire 3,2020,5,2,0,0,64.08%
31323,Anime - Match The Memory,2020,2,2,0,0,64.08%
31324,Diamond hunt,2020,1,2,0,0,64.08%
31325,Vocal Space Shooter,2020,2,2,0,0,64.08%
31326,Spot The Dot,2020,2,2,0,0,64.08%
31327,Blue fencer Resurrection,2020,2,2,0,0,64.08%
31328,Awesome Mix Tape,2020,2,2,0,0,64.08%
31329,Biscuitts 3,2020,2,2,0,0,64.08%
31330,Dark Asteroids,2020,2,2,0,0,64.08%
31331,Before Dark,2020,2,2,0,0,64.08%
31332,Mister Universe,2020,2,2,0,0,64.08%
31333,Coronarun,2020,2,2,0,0,64.08%
31334,Frog's Princess,2020,2,2,0,0,64.08%
31335,Slime with a Sword,2020,2,2,0,0,64.08%
31336,KosmoSquad,2020,3,2,0,0,64.08%
31337,Space Squadron,2020,2,2,0,0,64.08%
31338,Super vs. World,2020,4,2,0,0,64.08%
31339,Veiled Basilisk,2020,2,2,0,0,64.08%
31340,Super Star Shooter 16,2020,2,2,0,0,64.08%
31341,Lava Escape Mine,2020,2,2,0,0,64.08%
31342,Paper Shooter!,2020,2,2,0,0,64.08%
31343,NobleEscape,2020,2,2,0,0,64.08%
31344,ANIQUILATION: First Contact,2020,1,2,0,0,64.08%
31345,Torto: Cursed Divine,2020,3,2,0,0,64.08%
31346,Sluggy Jean Takes a Hike,2020,1,2,0,0,64.08%
31347,Dontdy,2020,2,2,0,0,64.08%
31348,Amborettio,2020,2,2,0,0,64.08%
31349,Blind_,2020,2,2,0,0,64.08%
31350,Tales of Lagoona 2: Peril at Poseidon Park,2020,4,2,0,0,64.08%
31351,Pokoh,2020,2,2,0,0,64.08%
31352,Guess Colors,2020,2,2,0,0,64.08%
31353,Tiny Strife,2020,1,2,0,0,64.08%
31354,大正ゾンビろまん（プラス）,2020,1,2,0,0,64.08%
31355,Millennium Atoll,2020,1,2,0,0,64.08%
31356,Max Raider,2020,1,2,0,0,64.08%
31357,iGuide Knossos VR,2020,6,2,0,0,64.08%
31358,2D Owen,2020,1,2,0,0,64.08%
31359,Monolith VR,2020,1,2,0,0,64.08%
31360,Jigsaw Puzzle - Pixel Art Master,2020,2,2,0,0,64.08%
31361,VR Wonderland: mini civilizations in a forest,2020,2,2,0,0,64.08%
31362,The Snowman's Journey,2020,2,2,0,0,64.08%
31363,Debugger 3.16 // Recoded // Despair of the Developer Edition,2020,5,14,5,5,64.07%
31364,SCP: One More Life,2020,3,14,5,5,64.07%
31365,Immortal Hero,2020,3,14,5,5,64.07%
31366,Choices That Matter: And The Sun Went Out,2020,5,14,5,5,64.07%
31367,Unbeliever,2020,3,14,5,5,64.07%
31368,Steel Fury Kharkov 1942,2020,14,98,46,46,64.02%
31369,Shohei's Adult Streaming Channel,2020,32,92,43,43,64.01%
31370,ClickRaid2,2020,249,82,38,38,64.01%
31371,Fight or Flight,2020,17,70,32,32,64.01%
31372,The Black Masses,2020,225,628,323,323,64.00%
31373,Fragment's Moonrise,2020,136,29,12,12,64.00%
31374,DriftZ,2020,5,29,12,12,64.00%
31375,The Raintime,2020,15,31,13,13,63.95%
31376,Warm Village 暖暖村物语,2020,234,268,134,134,63.93%
31377,Aster,2020,32,166,81,81,63.93%
31378,Tabletop Playground,2020,258,121,58,58,63.91%
31379,亦春秋 Power Of Seasons,2020,527,606,313,313,63.90%
31380,Planet Protector VR,2020,3,7,2,2,63.89%
31381,Terra Incognito - Antarctica 1911,2020,4,7,2,2,63.89%
31382,Outpost Delta,2020,5,7,2,2,63.89%
31383,Mr. Joshua Carrot,2020,3,7,2,2,63.89%
31384,Eldritch University,2020,4,7,2,2,63.89%
31385,Sokpop S02: spider ponds,2020,2,7,2,2,63.89%
31386,Solitaire Call of Honor,2020,4,7,2,2,63.89%
31387,Sokpop S05: passenger seat,2020,2,7,2,2,63.89%
31388,Napoleon in Russia,2020,6,7,2,2,63.89%
31389,TaskForce Gamma-13 : An SCP Tale,2020,2,7,2,2,63.89%
31390,Super Kickers League,2020,5,7,2,2,63.89%
31391,Sheol,2020,2,7,2,2,63.89%
31392,Skin Stealers,2020,136,7,2,2,63.89%
31393,Carrots and Cream,2020,2,7,2,2,63.89%
31394,Star Shaman,2020,2,7,2,2,63.89%
31395,Climb,2020,3,7,2,2,63.89%
31396,Square Fast,2020,2,7,2,2,63.89%
31397,A.I-記憶女神,2020,1,7,2,2,63.89%
31398,逃出图书馆(Escape from Library),2020,6,7,2,2,63.89%
31399,Grim Tales: The Generous Gift Collector's Edition,2020,7,7,2,2,63.89%
31400,Zagan Must Be Rescued,2020,7,7,2,2,63.89%
31401,Rocky Mayhem,2020,1,7,2,2,63.89%
31402,Defensive Attacks,2020,2,7,2,2,63.89%
31403,Freediving Hunter Spearfishing the World,2020,3,7,2,2,63.89%
31404,Sword and Spirit,2020,3,7,2,2,63.89%
31405,AstroWings: Space War,2020,2,7,2,2,63.89%
31406,Frag,2020,3,7,2,2,63.89%
31407,Viral Execution,2020,2,7,2,2,63.89%
31408,Treasure of Cutuma 3rd,2020,4,7,2,2,63.89%
31409,DR MILOS REVENGE,2020,18,7,2,2,63.89%
31410,Flea,2020,1,7,2,2,63.89%
31411,Snack Tick,2020,3,7,2,2,63.89%
31412,FoxVoltex,2020,5,7,2,2,63.89%
31413,Alien Cat 6,2020,2,7,2,2,63.89%
31414,Tahul,2020,2,7,2,2,63.89%
31415,AVANTI - The Joy of Driving,2020,3,7,2,2,63.89%
31416,Fairy Godmother Stories: Dark Deal Collector's Edition,2020,5,7,2,2,63.89%
31417,Mystical Mayhem,2020,1,7,2,2,63.89%
31418,Space Empires: Starfury,2020,3,7,2,2,63.89%
31419,Clouds of Rain,2020,3,7,2,2,63.89%
31420,Sanguine Melancholia,2020,4,7,2,2,63.89%
31421,California Games,2020,4,7,2,2,63.89%
31422,Bean Climb,2020,3,7,2,2,63.89%
31423,Quiet Valley,2020,2,7,2,2,63.89%
31424,Mousebound,2020,5,7,2,2,63.89%
31425,TEXT: Russia,2020,2,7,2,2,63.89%
31426,The Enthralling Realms: The Blacksmith's Revenge,2020,4,7,2,2,63.89%
31427,Wait! Where's My Lunch?,2020,2,7,2,2,63.89%
31428,Cookie Store,2020,3,7,2,2,63.89%
31429,Moonlit,2020,2,7,2,2,63.89%
31430,SCAR,2020,6,35,15,15,63.88%
31431,Little One,2020,5,16,6,6,63.88%
31432,12 Labours of Hercules X: Greed for Speed,2020,16,16,6,6,63.88%
31433,Hentai beautiful girls 3,2020,3,16,6,6,63.88%
31434,MOMO.EXE VR,2020,5,16,6,6,63.88%
31435,Sudoku Starry Sky,2020,10,16,6,6,63.88%
31436,KONSAIRI,2020,6,16,6,6,63.88%
31437,Jack's Labyrinth,2020,3,16,6,6,63.88%
31438,Moonshine Maniacs - A Wild West Saga,2020,6,37,16,16,63.85%
31439,Wonder Blade,2020,10,39,17,17,63.83%
31440,Hentai Swimming Club,2020,4,39,17,17,63.83%
31441,Sink Again,2020,39,83,39,39,63.80%
31442,Terminal Conflict,2020,10,43,19,19,63.79%
31443,Rugby Union Team Manager 3,2020,31,43,19,19,63.79%
31444,Space Travel Idle,2020,669,319,162,162,63.78%
31445,艾斯菲尔的谎言,2020,5,45,20,20,63.78%
31446,Massive,2020,7,71,33,33,63.77%
31447,The Outcast Lovers,2020,7,47,21,21,63.77%
31448,История бомжа,2020,3,47,21,21,63.77%
31449,Dark Side of War,2020,4,47,21,21,63.77%
31450,The Running Man,2020,79,61,28,28,63.76%
31451,Banzai Escape 2,2020,7,18,7,7,63.75%
31452,The World Of Others,2020,3,18,7,7,63.75%
31453,Codename: Terranova,2020,9,18,7,7,63.75%
31454,Dead Cubes,2020,4,18,7,7,63.75%
31455,An Evil Existence,2020,6,18,7,7,63.75%
31456,Fake Lay,2020,360,520,270,270,63.70%
31457,Ice Maze,2020,26,98,47,47,63.66%
31458,The Wild Age,2020,55,194,97,97,63.65%
31459,Colony 42,2020,5,20,8,8,63.65%
31460,Celestian Tales: Realms Beyond,2020,19,20,8,8,63.65%
31461,Oil Wars,2020,6,20,8,8,63.65%
31462,Mesmer,2020,13,20,8,8,63.65%
31463,Silk Roads: Caravan Kings,2020,6,20,8,8,63.65%
31464,Drone Swarm,2020,342,167,83,83,63.62%
31465,100 hidden gnomes,2020,5,88,42,42,63.61%
31466,异世界的无厘头生活,2020,19,138,68,68,63.58%
31467,Operation Covid-19,2020,7,22,9,9,63.58%
31468,Smart City Plan,2020,69,74,35,35,63.54%
31469,Chunker,2020,7,24,10,10,63.53%
31470,Planet Bounce,2020,4,26,11,11,63.49%
31471,IdleCoin,2020,53,26,11,11,63.49%
31472,Chronos: Before the Ashes,2020,320,327,169,169,63.47%
31473,Gift Girl,2020,110,364,189,189,63.46%
31474,World Of Conquerors - Origins,2020,33,56,26,26,63.46%
31475,Bios Ex,2020,2,9,3,3,63.45%
31476,Love on Paper,2020,3,9,3,3,63.45%
31477,Δ Time,2020,3,9,3,3,63.45%
31478,Underneath,2020,4,9,3,3,63.45%
31479,CityWarHeroes VR,2020,6,9,3,3,63.45%
31480,Chico,2020,2,9,3,3,63.45%
31481,Math Path,2020,2,9,3,3,63.45%
31482,Danko and the mystery of the jungle,2020,2,9,3,3,63.45%
31483,Super Foosball,2020,5,9,3,3,63.45%
31484,Hollow Remnant,2020,2,9,3,3,63.45%
31485,Dark City: Dublin Collector's Edition,2020,8,9,3,3,63.45%
31486,Let's Learn Korean! Vocabulary,2020,4,9,3,3,63.45%
31487,NoWaitHero,2020,14,9,3,3,63.45%
31488,Journey to the Centre of the Cell,2020,8,9,3,3,63.45%
31489,Mezmeratu,2020,2,9,3,3,63.45%
31490,1001 Jigsaw: Earth Chronicles 2,2020,4,9,3,3,63.45%
31491,Killing Sun / 抗日大刀队：日军总部,2020,3,9,3,3,63.45%
31492,Killer Dog,2020,3,9,3,3,63.45%
31493,Slip 'n Dip,2020,4,9,3,3,63.45%
31494,Tequila Sunrise テキーラサンライズ,2020,4,9,3,3,63.45%
31495,Sakura Dimensions,2020,3,9,3,3,63.45%
31496,Fantasy Friends,2020,2,9,3,3,63.45%
31497,Crash'em Derby,2020,8,9,3,3,63.45%
31498,Squares Rage,2020,2,9,3,3,63.45%
31499,Endless,2020,4,9,3,3,63.45%
31500,Guns And Waifus,2020,3,9,3,3,63.45%
31501,Kinda Heroes,2020,15,52,24,24,63.44%
31502,Impostor Inside Us,2020,5,52,24,24,63.44%
31503,Island Explorer VR,2020,20,30,13,13,63.44%
31504,Book of Shadows,2020,4,30,13,13,63.44%
31505,Hentai Nureta Puzzle Cyberpunk,2020,3,30,13,13,63.44%
31506,Leaper,2020,5,30,13,13,63.44%
31507,NEKO-GIRL PLAY,2020,4,34,15,15,63.42%
31508,Deep  In the Forest,2020,9,40,18,18,63.41%
31509,Survive In Russia,2020,8,40,18,18,63.41%
31510,Happy Engine,2020,8,38,17,17,63.41%
31511,Conglomerate 451,2020,94,142,71,71,63.35%
31512,Dark Hero Party,2020,116,200,102,102,63.32%
31513,Panther VR,2020,20,65,31,31,63.24%
31514,Inferno,2020,1129,11,4,4,63.21%
31515,The Dreams of Candlelight,2020,9,11,4,4,63.21%
31516,Pandora: Chains of Chaos,2020,3,11,4,4,63.21%
31517,Forest Woodman,2020,3,11,4,4,63.21%
31518,Trump and Virus,2020,3,11,4,4,63.21%
31519,Your Human is Sick,2020,32,11,4,4,63.21%
31520,Sue's Story,2020,4,11,4,4,63.21%
31521,EndlessShinyBlues,2020,3,11,4,4,63.21%
31522,Christmas Patchwork Frozen,2020,5,11,4,4,63.21%
31523,Yes Brother,2020,6,11,4,4,63.21%
31524,Fear of The Unknown,2020,3,11,4,4,63.21%
31525,Monolithic,2020,4,11,4,4,63.21%
31526,Strong towers,2020,6,11,4,4,63.21%
31527,Artificer,2020,50,51,24,24,63.11%
31528,DreamFly,2020,10,47,22,22,63.07%
31529,A Plunge into Darkness,2020,997,13,5,5,63.06%
31530,Full Animal Party,2020,9,13,5,5,63.06%
31531,Ramiwo,2020,3,13,5,5,63.06%
31532,Henchman For Hire,2020,4,13,5,5,63.06%
31533,Radio Station,2020,3,13,5,5,63.06%
31534,Bacon Quest - Lovers' Beef Special Edition,2020,4,13,5,5,63.06%
31535,悟梦图 Dreaming Atlas,2020,3,13,5,5,63.06%
31536,Ski Doom VR,2020,3,13,5,5,63.06%
31537,VR Hentai room,2020,2,13,5,5,63.06%
31538,Run Dummy Run,2020,2,13,5,5,63.06%
31539,Hentai Vs Orcs,2020,5,41,19,19,63.01%
31540,Draft Day Sports: College Basketball 2020,2020,69,39,18,18,63.00%
31541,BegieAde ~a lyric of lie and retribution~,2020,20,39,18,18,63.00%
31542,The Persistence,2020,32,100,50,50,62.99%
31543,Weaponry Dealer VR,2020,9,37,17,17,62.98%
31544,Juken Jigoku | 受験地獄,2020,18,37,17,17,62.98%
31545,KURT - DER FUSSBALLMANAGER,2020,7,15,6,6,62.98%
31546,Occupational Hazards: Episode 1,2020,8,15,6,6,62.98%
31547,Disarmed,2020,3,15,6,6,62.98%
31548,MEGALAN 11,2020,3,15,6,6,62.98%
31549,BorderCollie Game,2020,2,15,6,6,62.98%
31550,Dark Cards,2020,6,15,6,6,62.98%
31551,Boxing Coach,2020,4,15,6,6,62.98%
