id,game,link,release,peak_players,positive_reviews,negative_reviews,total_reviews,rating
19912,Whispered Secrets: Ripple of the Heart Collector's Edition,/app/1629770/,May 14 2021,7,4,0,0,69.20%
19913,jolly bunny's adventure,/app/1632920/,Jun 9 2021,1,4,0,0,69.20%
19914,Chromatic Fantasy,/app/1635650/,Aug 17 2021,2,4,0,0,69.20%
19915,Alien Flex,/app/1653250/,Aug 4 2021,2,4,0,0,69.20%
19916,Changes,/app/1654920/,Oct 12 2021,2,4,0,0,69.20%
19917,Word Escape,/app/1657020/,Jun 21 2021,2,4,0,0,69.20%
19918,Hour Night,/app/1659300/,Oct 21 2021,7,4,0,0,69.20%
19919,FIGHT BOTS,/app/1664100/,Nov 25 2021,21,4,0,0,69.20%
19920,Alice's Jigsaw Time Travel 2,/app/1665000/,Jul 8 2021,2,4,0,0,69.20%
19921,Fill and Cross Pirate Riddles 2,/app/1665010/,Jul 9 2021,3,4,0,0,69.20%
19922,LGBT Color by Number for Adults,/app/1665120/,Jul 27 2021,3,4,0,0,69.20%
19923,Pluvia - Episode I,/app/1668950/,Nov 8 2021,3,4,0,0,69.20%
19924,Kanamono,/app/1673370/,Jul 19 2021,2,4,0,0,69.20%
19925,They're Coming,/app/1673720/,Jul 20 2021,3,4,0,0,69.20%
19926,My Downtown,/app/1675110/,Jul 7 2021,5,4,0,0,69.20%
19927,Castle of Delights,/app/1680690/,Jul 22 2021,3,4,0,0,69.20%
19928,Arcadius,/app/1684230/,Jul 21 2021,3,4,0,0,69.20%
19929,StickyOrbs,/app/1686250/,Jul 27 2021,3,4,0,0,69.20%
19930,My Living Things,/app/1688530/,Jul 26 2021,1,4,0,0,69.20%
19931,Escape to Mars,/app/1690390/,Aug 5 2021,3,4,0,0,69.20%
19932,Meteor Storm,/app/1690500/,Aug 2 2021,4,4,0,0,69.20%
19933,Am Madness,/app/1694380/,Aug 27 2021,2,4,0,0,69.20%
19934,Hoop the Loop,/app/1696290/,Oct 12 2021,2,4,0,0,69.20%
19935,Ball Partner,/app/1701470/,Aug 19 2021,1,4,0,0,69.20%
19936,地獄廚房RPG,/app/1707450/,Oct 7 2021,1,4,0,0,69.20%
19937,Overheat,/app/1710590/,Aug 16 2021,3,4,0,0,69.20%
19938,Fracture Hell,/app/1713770/,Aug 24 2021,2,4,0,0,69.20%
19939,Watermelon Country,/app/1714090/,Aug 19 2021,1,4,0,0,69.20%
19940,Raygun Chess,/app/1714760/,Sep 28 2021,2,4,0,0,69.20%
19941,Puzzle Box,/app/1715950/,Aug 24 2021,3,4,0,0,69.20%
19942,Reflections of Life: Meridiem Collector's Edition,/app/1716660/,Aug 7 2021,6,4,0,0,69.20%
19943,Cosmo 02,/app/1720770/,Aug 25 2021,1,4,0,0,69.20%
19944,Always The Same Nightmare,/app/1724060/,Oct 18 2021,4,4,0,0,69.20%
19945,Project: Cow,/app/1727310/,Oct 2 2021,1,4,0,0,69.20%
19946,Hope Trigger,/app/1727910/,Sep 6 2021,2,4,0,0,69.20%
19947,Alone,/app/1728130/,Sep 24 2021,4,4,0,0,69.20%
19948,メイジズメイズ　PLAY　～淫魔の洞窟に挑む冒険者～,/app/1728280/,Oct 6 2021,2,4,0,0,69.20%
19949,Your Show Has Been Cancelled,/app/1730390/,Sep 17 2021,2,4,0,0,69.20%
19950,Yarn,/app/1731450/,Sep 6 2021,1,4,0,0,69.20%
19951,Tea Time,/app/1735090/,Dec 2 2021,1,4,0,0,69.20%
19952,Rolling Balls,/app/1735600/,Dec 31 2021,3,4,0,0,69.20%
19953,Lola - The Escape,/app/1743280/,Sep 16 2021,2,4,0,0,69.20%
19954,City Legends: The Curse of the Crimson Shadow Collector's Edition,/app/1744200/,Sep 21 2021,5,4,0,0,69.20%
19955,Ballin',/app/1744510/,Sep 29 2021,2,4,0,0,69.20%
19956,Legendary Mahjong 2,/app/1747800/,Oct 12 2021,5,4,0,0,69.20%
19957,Juicy Bois: Fashion & Conflict,/app/1748090/,Oct 25 2021,5,4,0,0,69.20%
19958,DARK MAGIC 2,/app/1749410/,Oct 15 2021,2,4,0,0,69.20%
19959,Moonsters,/app/1750540/,Nov 11 2021,3,4,0,0,69.20%
19960,Ceilless,/app/1758060/,Oct 12 2021,3,4,0,0,69.20%
19961,Cat Capacity,/app/1758640/,Nov 2 2021,2,4,0,0,69.20%
19962,ЖД,/app/1765510/,Nov 4 2021,1,4,0,0,69.20%
19963,Toolnich Village,/app/1769150/,Oct 13 2021,1,4,0,0,69.20%
19964,Unveiled,/app/1772070/,Nov 5 2021,2,4,0,0,69.20%
19965,天国病院-Heaven's Hospital-,/app/1779240/,Oct 31 2021,2,4,0,0,69.20%
19966,Sky DarkCrow,/app/1785560/,Nov 29 2021,2,4,0,0,69.20%
19967,Thanksgiving Day Griddlers,/app/1788970/,Nov 5 2021,4,4,0,0,69.20%
19968,Zovid-19 Remake,/app/1796750/,Dec 22 2021,1,4,0,0,69.20%
19969,Winter Dream,/app/1805810/,Dec 1 2021,2,4,0,0,69.20%
19970,Girls on puzzle 5,/app/1813300/,Dec 4 2021,2,4,0,0,69.20%
19971,Dinosaur Race,/app/1813990/,Dec 21 2021,2,4,0,0,69.20%
19972,Atomic Cyclecar Racing,/app/1814150/,Nov 30 2021,1,4,0,0,69.20%
19973,Ending Way,/app/1817140/,Dec 27 2021,2,4,0,0,69.20%
19974,MMA Championship,/app/1825010/,Dec 20 2021,2,4,0,0,69.20%
19975,Auro The Bunny,/app/1825180/,Dec 6 2021,2,4,0,0,69.20%
19976,Buy it now!,/app/1831010/,Dec 2 2021,3,4,0,0,69.20%
19977,Hen in the Foxhouse,/app/1834940/,Dec 31 2021,2,4,0,0,69.20%
19978,ToS Gamepad Companion,/app/1841350/,Dec 29 2021,3,4,0,0,69.20%
19979,Uncolored Bob II,/app/1842300/,Dec 31 2021,2,4,0,0,69.20%
19980,Ball,/app/1843900/,Dec 27 2021,1,4,0,0,69.20%
19981,LiS: Achados & Perdidos dos Confins do Universo,/app/1844640/,Dec 31 2021,2,4,0,0,69.20%
19982,amazin' George,/app/1849870/,Dec 29 2021,2,4,0,0,69.20%
19983,Motorcycle Mechanic Simulator 2021,/app/1078760/,Nov 17 2021,434,759,297,297,69.19%
19984,AutoChess of Gensokyo,/app/1575710/,Aug 28 2021,159,218,79,79,69.19%
19985,Alien Marauder,/app/1516750/,Nov 18 2021,260,195,70,70,69.19%
19986,Decks & Daggers,/app/1431950/,Oct 8 2021,18,44,13,13,69.18%
19987,Nyctophobia: Devil Unleashed,/app/1672840/,Jul 7 2021,7,44,13,13,69.18%
19988,The Wolf,/app/1567200/,Oct 25 2021,56,93,31,31,69.16%
19989,Presence,/app/1548050/,Mar 24 2021,5,66,21,21,69.14%
19990,My Stepmom is a Futanari,/app/1676580/,Jul 30 2021,18,240,88,88,69.12%
19991,Trump Loves Russia,/app/1692210/,Aug 11 2021,4,41,12,12,69.12%
19992,ANIME TETRIS,/app/1753220/,Oct 14 2021,7,41,12,12,69.12%
19993,Song of Iron,/app/1258220/,Aug 31 2021,111,270,100,100,69.10%
19994,World Nations Game,/app/1832930/,Dec 24 2021,37,119,41,41,69.10%
19995,Red Solstice 2: Survivors,/app/768520/,Jun 17 2021,"3,826","2,036",832,832,69.08%
19996,MahjongSchool,/app/1508900/,May 1 2021,21,52,16,16,69.07%
19997,Visite virtuelle de l'Assemblée nationale,/app/1753400/,Sep 16 2021,6,38,11,11,69.07%
19998,Worn Thin,/app/1530150/,Feb 19 2021,15,116,40,40,69.04%
19999,Soccer Manager 2022,/app/1777760/,Nov 26 2021,"1,116","1,278",516,516,69.01%
20000,hexurb,/app/1407890/,May 31 2021,6,49,15,15,69.00%
20001,The Last Town: Excape,/app/1527260/,Apr 30 2021,14,49,15,15,69.00%
20002,Sword of the Necromancer,/app/1243890/,Jan 28 2021,111,185,67,67,68.99%
20003,Ice Station Z,/app/1795180/,Dec 2 2021,21,84,28,28,68.98%
20004,Zombie Slayers,/app/1203600/,Feb 21 2021,4,11,2,2,68.97%
20005,Ambush: Convoy Strike,/app/1305940/,Jul 15 2021,5,11,2,2,68.97%
20006,One Tile Man,/app/1360010/,Jul 25 2021,6,11,2,2,68.97%
20007,Winter Wastelands,/app/1380490/,Apr 23 2021,3,11,2,2,68.97%
20008,Blaze and the Monster Machines: Axle City Racers,/app/1434330/,Oct 1 2021,6,11,2,2,68.97%
20009,A Pretty Odd Bunny,/app/1470380/,Nov 11 2021,5,11,2,2,68.97%
20010,Artillery Royale,/app/1474410/,Mar 31 2021,4,11,2,2,68.97%
20011,Doomsday Room,/app/1480740/,Jan 15 2021,5,11,2,2,68.97%
20012,Tower of Doom,/app/1509840/,Jul 30 2021,3,11,2,2,68.97%
20013,Parkalien,/app/1512960/,Jun 11 2021,4,11,2,2,68.97%
20014,Jigsaw Pieces - Romance,/app/1529410/,Feb 17 2021,4,11,2,2,68.97%
20015,守卫魔兽-Guardian of Warcraft,/app/1533560/,Mar 26 2021,3,11,2,2,68.97%
20016,High Smileson,/app/1536870/,Feb 18 2021,3,11,2,2,68.97%
20017,Infected spaceship generator,/app/1548620/,Jun 14 2021,3,11,2,2,68.97%
20018,Allura: The Three Realms,/app/1573250/,Mar 23 2021,6,11,2,2,68.97%
20019,Spaceship - Visual Effect Graph Demo,/app/1605230/,Oct 4 2021,4,11,2,2,68.97%
20020,ENEMIES,/app/1609300/,Aug 30 2021,2,11,2,2,68.97%
20021,Helix,/app/1620800/,May 14 2021,2,11,2,2,68.97%
20022,Mysterious Blocks 2,/app/1650080/,Jun 17 2021,3,11,2,2,68.97%
20023,Witchaven II: Blood Vengeance,/app/1655430/,Jun 17 2021,3,11,2,2,68.97%
20024,PHYSARUM: Slime Mold Simulator,/app/1667120/,Aug 30 2021,5,11,2,2,68.97%
20025,莉莉的梦：恐龙历险记,/app/1669930/,Oct 8 2021,3,11,2,2,68.97%
20026,Runic Relay: The Trials,/app/1678050/,Jul 14 2021,14,11,2,2,68.97%
20027,Rent's Due: The Game,/app/1678520/,Aug 26 2021,4,11,2,2,68.97%
20028,AimGoGoGo,/app/1705020/,Aug 23 2021,6,11,2,2,68.97%
20029,PIXASSO 2,/app/1717660/,Aug 24 2021,3,11,2,2,68.97%
20030,Diner Bros Inc,/app/1733480/,Sep 6 2021,6,11,2,2,68.97%
20031,ROUGH KUTS: The Thirsty Dead,/app/1734470/,Sep 24 2021,4,11,2,2,68.97%
20032,Para Bellum - Hold the Line,/app/1772920/,Dec 31 2021,4,11,2,2,68.97%
20033,EXQUISITE GHORPSE STORY,/app/1793370/,Nov 19 2021,3,11,2,2,68.97%
20034,Hentai Sakura 🌸🌊,/app/1736360/,Oct 10 2021,804,172,62,62,68.96%
20035,Endless Becoming - Apartment,/app/1669160/,Sep 3 2021,12,57,18,18,68.94%
20036,Maid for Pleasure,/app/1771430/,Dec 10 2021,14,32,9,9,68.94%
20037,Trash Sailors,/app/1132030/,Dec 16 2021,259,164,59,59,68.93%
20038,Monster Crown,/app/830370/,Oct 12 2021,222,457,177,177,68.92%
20039,Surviving the Aftermath,/app/684450/,Nov 16 2021,"4,637","2,589","1,075","1,075",68.91%
20040,Flowering Nightshade,/app/1652030/,Jun 11 2021,7,29,8,8,68.88%
20041,Shadows: Price For Our Sins,/app/1788940/,Oct 27 2021,13,29,8,8,68.88%
20042,Make the Burger,/app/1358610/,Feb 22 2021,6,54,17,17,68.87%
20043,下一站江湖Ⅰ,/app/1448260/,Apr 2 2021,372,392,151,151,68.86%
20044,Vampire Slave 1,/app/1658830/,Jun 30 2021,9,43,13,13,68.85%
20045,Punk Wars: Prologue,/app/1761860/,Oct 12 2021,28,62,20,20,68.84%
20046,魔女秘药（witch elixir）,/app/1265090/,Aug 18 2021,52,70,23,23,68.83%
20047,Inversion,/app/1505430/,Feb 18 2021,7,26,7,7,68.83%
20048,Quest: Escape Room 3,/app/1543210/,Mar 9 2021,3,26,7,7,68.83%
20049,The Vagabond Emperor,/app/1546770/,Jul 29 2021,8,26,7,7,68.83%
20050,MTB Dirt,/app/1639730/,Jul 10 2021,9,26,7,7,68.83%
20051,TripleBuilder,/app/1700780/,Aug 10 2021,10,26,7,7,68.83%
20052,Psychocat The Door,/app/1384820/,Jan 12 2021,4,14,3,3,68.80%
20053,Pulse Jumper,/app/1397760/,Feb 6 2021,3,14,3,3,68.80%
20054,无限次元,/app/1398630/,Mar 29 2021,8,14,3,3,68.80%
20055,Evolution of a Mini World: Physics Wonderland,/app/1414240/,Feb 13 2021,3,14,3,3,68.80%
20056,Black Ido,/app/1474850/,Feb 10 2021,4,14,3,3,68.80%
20057,Rebellion Gaia,/app/1519550/,Jun 29 2021,6,14,3,3,68.80%
20058,Skill at Time,/app/1520260/,Jan 26 2021,3,14,3,3,68.80%
20059,Itadaki Smash,/app/1520510/,May 20 2021,5,14,3,3,68.80%
20060,Sky Goddess Ⅱ,/app/1585580/,Apr 22 2021,2,14,3,3,68.80%
20061,Medieval Heros,/app/1633210/,Jun 1 2021,5,14,3,3,68.80%
20062,Balloon Jump,/app/1651730/,Jun 17 2021,2,14,3,3,68.80%
20063,Wildlife Match,/app/1660370/,Jul 15 2021,5,14,3,3,68.80%
20064,Marble Parkour 2: Roll and roll,/app/1674960/,Aug 8 2021,3,14,3,3,68.80%
20065,Caveman Hunt,/app/1844510/,Dec 31 2021,3,14,3,3,68.80%
20066,Alan Sharp,/app/1185360/,May 23 2021,10,51,16,16,68.79%
20067,Until We Die,/app/1197570/,Jun 3 2021,"2,335","2,753","1,153","1,153",68.78%
20068,Time Trap 2 - Search and Find Objects Game,/app/1467070/,Mar 19 2021,8,23,6,6,68.78%
20069,Cash Horse - Match 3 Puzzle Adventure,/app/1474880/,Feb 3 2021,5,23,6,6,68.78%
20070,SGS Halls of Montezuma,/app/1519070/,May 20 2021,9,23,6,6,68.78%
20071,Bite At The Museum,/app/1607620/,May 4 2021,4,23,6,6,68.78%
20072,snowboarding,/app/1668670/,Aug 4 2021,5,23,6,6,68.78%
20073,里帰り - Satogaeri -,/app/1781840/,Nov 24 2021,12,23,6,6,68.78%
20074,Angry Squirrel,/app/1596070/,Apr 24 2021,6,75,25,25,68.77%
20075,The World After,/app/1557700/,May 5 2021,9,40,12,12,68.77%
20076,The Hidden Room,/app/1771380/,Oct 14 2021,41,185,68,68,68.76%
20077,Making History: The First World War,/app/959150/,Mar 5 2021,22,67,22,22,68.76%
20078,Radio Viscera,/app/1303480/,Jul 13 2021,10,20,5,5,68.75%
20079,Race To Sanity,/app/1492570/,Jan 15 2021,4,20,5,5,68.75%
20080,Frauki's Adventure,/app/1570850/,Apr 30 2021,3,20,5,5,68.75%
20081,Wonderful Girls,/app/1600090/,Apr 29 2021,3,20,5,5,68.75%
20082,Rift Adventure,/app/1630890/,Sep 16 2021,5,20,5,5,68.75%
20083,无限重启,/app/1706670/,Aug 18 2021,5,20,5,5,68.75%
20084,Super Drag Race,/app/1710870/,Sep 14 2021,6,20,5,5,68.75%
20085,Summer In Trigue,/app/617980/,Oct 18 2021,14,17,4,4,68.75%
20086,MAZEMAN,/app/1140180/,Oct 8 2021,6,17,4,4,68.75%
20087,StarCrawlers Chimera,/app/1487560/,Nov 16 2021,19,17,4,4,68.75%
20088,Crossbow Crusade,/app/1527780/,Apr 30 2021,3,17,4,4,68.75%
20089,At Your Feet,/app/1537800/,Sep 1 2021,9,17,4,4,68.75%
20090,The Chronicles of Hercules: The 12 Labours,/app/1538650/,Feb 24 2021,6,17,4,4,68.75%
20091,City Maker,/app/1540910/,Feb 25 2021,5,17,4,4,68.75%
20092,Salto,/app/1559810/,Mar 18 2021,6,17,4,4,68.75%
20093,CorePiercer,/app/1585230/,Apr 7 2021,4,17,4,4,68.75%
20094,Gelly Break Deluxe,/app/1690060/,Aug 12 2021,11,17,4,4,68.75%
20095,Sudokolorful,/app/1693610/,Aug 4 2021,5,17,4,4,68.75%
20096,The Oath of The Dark Magic Queen,/app/1745620/,Nov 5 2021,8,17,4,4,68.75%
20097,Scarred Stars: Traumatic Edition,/app/1754760/,Oct 22 2021,3,17,4,4,68.75%
20098,夢獸之島Isles of Monsters,/app/1758360/,Nov 2 2021,5,17,4,4,68.75%
20099,Trick or Treat,/app/1787650/,Nov 5 2021,6,17,4,4,68.75%
20100,Tower of Waifus,/app/1502230/,Apr 9 2021,275,207,77,77,68.71%
20101,Evaverse,/app/1628750/,Aug 2 2021,391,93,32,32,68.71%
20102,7th Chance,/app/1659650/,Jul 15 2021,2,37,11,11,68.69%
20103,Mad Ball,/app/1223680/,Mar 12 2021,56,64,21,21,68.68%
20104,Survival Engine,/app/1507910/,Feb 22 2021,15,56,18,18,68.68%
20105,Inferno - Beyond the 7th Circle,/app/1251850/,Apr 30 2021,20,45,14,14,68.61%
20106,Aircraft Carrier Survival: Prolouge,/app/1493800/,Mar 31 2021,647,829,337,337,68.58%
20107,Heal Hitler,/app/1612480/,Jul 22 2021,25,133,48,48,68.58%
20108,Chupacabras: Night Hunt,/app/1706570/,Aug 21 2021,32,87,30,30,68.57%
20109,Bomber Dudes,/app/1362830/,Jan 15 2021,20,42,13,13,68.52%
20110,The Colossus Is Coming: The Interactive Experience,/app/1648900/,Nov 5 2021,7,42,13,13,68.52%
20111,Yearning: A Gay Story,/app/1690530/,Aug 2 2021,9,42,13,13,68.52%
20112,Carebotz,/app/1468240/,May 7 2021,6,31,9,9,68.51%
20113,Mini Car Racing - Tiny Split Screen Tournament,/app/1535500/,Apr 23 2021,9,31,9,9,68.51%
20114,Dark Chronicles: The Soul Reaver,/app/1596640/,Apr 23 2021,6,31,9,9,68.51%
20115,Ship Graveyard Simulator,/app/1286880/,Nov 10 2021,"1,262",776,316,316,68.50%
20116,Godstrike,/app/1476170/,Apr 15 2021,55,102,36,36,68.50%
20117,Overcooked! All You Can Eat,/app/1243830/,Mar 23 2021,"3,077","1,968",829,829,68.49%
20118,Cyber Hentai,/app/1476450/,Jan 8 2021,3,50,16,16,68.49%
20119,ScrewUp,/app/1695670/,Jul 29 2021,191,187,70,70,68.48%
20120,Cover Fire,/app/1763740/,Nov 4 2021,86,187,70,70,68.48%
20121,PC Creator - PC Building Simulator,/app/1831530/,Dec 14 2021,21,112,40,40,68.47%
20122,INDUSTRIA,/app/1172650/,Sep 30 2021,226,"1,278",532,532,68.45%
20123,Nigate Tale,/app/1048350/,Apr 12 2021,544,476,190,190,68.44%
20124,Incremental Epic Hero,/app/1530340/,Feb 23 2021,895,184,69,69,68.44%
20125,戾谈,/app/839740/,Jan 16 2021,28,76,26,26,68.44%
20126,My Cute Pagangirl,/app/1631860/,Jul 22 2021,19,63,21,21,68.44%
20127,Psychic Guardian Super Splendor,/app/1551510/,May 29 2021,226,99,35,35,68.43%
20128,TinShift,/app/1288430/,Jun 3 2021,35,104,37,37,68.41%
20129,Obscurite Magie: The City of Sin,/app/1414000/,Nov 20 2021,153,55,18,18,68.41%
20130,Highway Traffic Racer,/app/1531750/,Mar 5 2021,6,39,12,12,68.41%
20131,Hero of the Demon,/app/1572330/,Aug 13 2021,69,39,12,12,68.41%
20132,Conqueror 940 AD,/app/1358260/,Apr 1 2021,21,28,8,8,68.41%
20133,頭痛,/app/1811480/,Nov 20 2021,96,114,41,41,68.40%
20134,Thunder Tier One,/app/377300/,Dec 7 2021,"6,453","2,783","1,190","1,190",68.39%
20135,Horror Story: Hallowseed,/app/1151250/,Oct 28 2021,32,161,60,60,68.36%
20136,Incremental Cubes,/app/1690730/,Nov 3 2021,"1,052",464,186,186,68.34%
20137,War Mongrels,/app/1101790/,Oct 19 2021,681,883,365,365,68.33%
20138,an Orc's Tale: Kriegsruf,/app/676070/,Apr 18 2021,14,25,7,7,68.31%
20139,Cat Go! Ultimate Challenge,/app/1505980/,Jan 30 2021,4,25,7,7,68.31%
20140,Little Traveler,/app/1588460/,Apr 28 2021,5,25,7,7,68.31%
20141,Conquest,/app/1795750/,Nov 19 2021,5,25,7,7,68.31%
20142,Burst Squad,/app/1510380/,Jun 11 2021,8,36,11,11,68.30%
20143,Jurassic Attack,/app/1550990/,Mar 27 2021,9,36,11,11,68.30%
20144,Custodian: Beginning of the End,/app/1674030/,Sep 1 2021,6,36,11,11,68.30%
20145,100 Hidden Animalnaults - Felicat & Laika,/app/1834310/,Dec 20 2021,6,36,11,11,68.30%
20146,Somni,/app/1749980/,Oct 9 2021,27,65,22,22,68.29%
20147,全战天下,/app/1447470/,Apr 13 2021,15,44,14,14,68.28%
20148,Hell Architect,/app/1063980/,Aug 18 2021,426,262,102,102,68.26%
20149,Grandiose,/app/1504110/,Jul 7 2021,14,123,45,45,68.26%
20150,Imprisoned Queen,/app/1528550/,Sep 16 2021,147,216,83,83,68.25%
20151,RevolVR 3,/app/1437770/,Feb 23 2021,22,113,41,41,68.25%
20152,WRC 10 FIA World Rally Championship,/app/1462810/,Sep 2 2021,854,"1,235",520,520,68.22%
20153,Meria and The Island of Orcs,/app/1720040/,Dec 24 2021,12,22,6,6,68.20%
20154,CompactO - Idle Game,/app/1516490/,Jul 1 2021,100,49,16,16,68.19%
20155,Crypto Mining Simulator,/app/1596310/,Apr 24 2021,237,897,374,374,68.18%
20156,Garbage,/app/1253710/,Jun 4 2021,553,612,251,251,68.18%
20157,FURRY SEX: Cabaret 💋🔞,/app/1731720/,Nov 13 2021,"1,926",280,110,110,68.18%
20158,魔塔地牢,/app/1725950/,Sep 14 2021,150,105,38,38,68.18%
20159,Low Light Combat,/app/1696820/,Jul 21 2021,142,95,34,34,68.18%
20160,Club Girl,/app/1509350/,Jan 11 2021,3,41,13,13,68.17%
20161,封神榜 伏魔三太子（重制版）,/app/1765160/,Oct 12 2021,41,41,13,13,68.17%
20162,Typing Incremental,/app/951930/,Aug 21 2021,57,67,23,23,68.16%
20163,Stones of Harlath,/app/304870/,Aug 19 2021,2,7,1,1,68.15%
20164,Smintheus,/app/600200/,Nov 11 2021,375,7,1,1,68.15%
20165,Survive the Rift,/app/863970/,Apr 15 2021,3,7,1,1,68.15%
20166,The Trivial Dead,/app/1249190/,Mar 17 2021,2,7,1,1,68.15%
20167,King of Cooking,/app/1257300/,May 6 2021,4,7,1,1,68.15%
20168,CosmoDrive:Infinity,/app/1375280/,May 16 2021,3,7,1,1,68.15%
20169,E.X.P.L.O.R.™: A New World,/app/1387120/,Jun 11 2021,4,7,1,1,68.15%
20170,Super Dango,/app/1395890/,Jan 19 2021,4,7,1,1,68.15%
20171,Winter Wonderland,/app/1398730/,Oct 10 2021,6,7,1,1,68.15%
20172,All Hit All Her,/app/1404630/,May 17 2021,2,7,1,1,68.15%
20173,Traceur's Dreamlab VR,/app/1441500/,Jan 5 2021,3,7,1,1,68.15%
20174,Roads of Time 2: Odyssey,/app/1452870/,Apr 8 2021,5,7,1,1,68.15%
20175,Last Kingdom - The Card Game,/app/1474280/,Feb 14 2021,3,7,1,1,68.15%
20176,Planetary Control!,/app/1476950/,Mar 18 2021,4,7,1,1,68.15%
20177,SIK Space Invader Kreature,/app/1485970/,Jul 24 2021,4,7,1,1,68.15%
20178,Lost to Time,/app/1487100/,Feb 12 2021,3,7,1,1,68.15%
20179,RECONNECT - The Heart of Darkness,/app/1492260/,Jun 10 2021,3,7,1,1,68.15%
20180,Final Winter,/app/1497510/,Feb 3 2021,3,7,1,1,68.15%
20181,RUSHING BEAT OF RAGE,/app/1498840/,Jan 5 2021,3,7,1,1,68.15%
20182,Fluid Simulator,/app/1500060/,Feb 1 2021,2,7,1,1,68.15%
20183,Re;Lord 2 ~The witch of Cologne and black cat~,/app/1502770/,Nov 19 2021,6,7,1,1,68.15%
20184,Knight Throde,/app/1533650/,Mar 10 2021,2,7,1,1,68.15%
20185,Dichotomy,/app/1537540/,May 7 2021,1,7,1,1,68.15%
20186,Garetto,/app/1545280/,Feb 19 2021,3,7,1,1,68.15%
20187,Sokpop S10: Post Cards,/app/1545780/,Mar 4 2021,2,7,1,1,68.15%
20188,Wall Street Bets,/app/1545970/,Mar 1 2021,5,7,1,1,68.15%
20189,Welcome To... Chichester 2 - Part II : No Extra Regrets For The Future,/app/1547580/,Sep 30 2021,4,7,1,1,68.15%
20190,Bridge2Code,/app/1547630/,Apr 20 2021,8,7,1,1,68.15%
20191,Nova Odessa - The Strange Tower,/app/1550100/,Feb 27 2021,2,7,1,1,68.15%
20192,Let's Learn Xiangqi,/app/1558750/,Mar 17 2021,3,7,1,1,68.15%
20193,Froggerty Arcade,/app/1559970/,Mar 30 2021,4,7,1,1,68.15%
20194,Bongo Arena,/app/1564660/,Mar 15 2021,4,7,1,1,68.15%
20195,Demonsions: Industry,/app/1592020/,Apr 22 2021,3,7,1,1,68.15%
20196,ファイヤーエムブレイス～選ばれしチー牛の剣～,/app/1593590/,Jun 14 2021,2,7,1,1,68.15%
20197,Chubby Bear Smash,/app/1593760/,Jun 5 2021,4,7,1,1,68.15%
20198,Arcade Drift,/app/1607640/,Jun 28 2021,3,7,1,1,68.15%
20199,1001 Jigsaw Detective,/app/1624900/,Aug 16 2021,7,7,1,1,68.15%
20200,Allura: Curse of the Mermaid,/app/1626130/,May 19 2021,6,7,1,1,68.15%
20201,HUMBLE ZOMBIE,/app/1630940/,May 27 2021,5,7,1,1,68.15%
20202,Cross Numbers,/app/1633750/,Jun 30 2021,2,7,1,1,68.15%
20203,The Married Manager's Scandalous Services - The Pleasures of the Night Shift,/app/1650290/,Sep 18 2021,5,7,1,1,68.15%
20204,Two Hundred Ways,/app/1655520/,Sep 3 2021,3,7,1,1,68.15%
20205,Slime Story,/app/1667840/,Jul 9 2021,3,7,1,1,68.15%
20206,Domino Sandbox,/app/1677520/,Jul 30 2021,3,7,1,1,68.15%
20207,Tiger Trio's Tasty Travels,/app/1677800/,Oct 5 2021,4,7,1,1,68.15%
20208,Hodl Simulator,/app/1693210/,Jul 30 2021,1,7,1,1,68.15%
20209,Crusade in Europe,/app/1703100/,Nov 30 2021,4,7,1,1,68.15%
20210,GUN&DUN,/app/1704820/,Aug 9 2021,1,7,1,1,68.15%
20211,Aqua Boy,/app/1720220/,Oct 7 2021,2,7,1,1,68.15%
20212,Fishing at Lotus Lakes,/app/1742080/,Nov 26 2021,1,7,1,1,68.15%
20213,Ball Ranger,/app/1746280/,Sep 28 2021,3,7,1,1,68.15%
20214,Master-Servant Sex with the Beauty from the Orient ~Contract with a Semen-Sucking Demon~,/app/1751480/,Oct 23 2021,5,7,1,1,68.15%
20215,吾王的荣耀 Honor of Knight King,/app/1754520/,Oct 16 2021,2,7,1,1,68.15%
20216,蜚,/app/1756950/,Sep 29 2021,3,7,1,1,68.15%
20217,Haunted Hotel: The Axiom Butcher Collector's Edition,/app/1762450/,Sep 17 2021,9,7,1,1,68.15%
20218,A Visit to Friends,/app/1766550/,Dec 2 2021,3,7,1,1,68.15%
20219,Halloween Stories: The Neglected Dead Collector's Edition,/app/1790470/,Oct 15 2021,10,7,1,1,68.15%
20220,The rise of Tianling Sect,/app/1791410/,Dec 27 2021,3,7,1,1,68.15%
20221,Cream Me 2,/app/1794220/,Dec 25 2021,2,7,1,1,68.15%
20222,Temple of Endless Night,/app/1797710/,Nov 12 2021,10,7,1,1,68.15%
20223,Pizza Man,/app/1808860/,Dec 5 2021,2,7,1,1,68.15%
20224,Rescue Team: Power Eaters,/app/1831320/,Dec 22 2021,23,7,1,1,68.15%
20225,Christmas Stories: Yulemen Collector's Edition,/app/1832250/,Dec 1 2021,8,7,1,1,68.15%
20226,Get Together,/app/1505540/,Oct 14 2021,37,54,18,18,68.13%
20227,30 days to survive,/app/645270/,Mar 16 2021,10,77,27,27,68.12%
20228,Saving Punyville,/app/1410100/,Jan 13 2021,9,19,5,5,68.10%
20229,Neko Chan,/app/1498600/,Nov 2 2021,5,19,5,5,68.10%
